season,teamName,teamScore,assists,reboundsDefensive,reboundsOffensive,reboundsTotal,steals,blocks,turnovers,foulsPersonal,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,plusMinusPoints
1992-1993,Heat,103.6,20.59,29.07,13.83,42.9,7.43,4.26,15.1,24.52,38.13,83.54,0.46,4.06,11.46,0.34,23.27,30.2,0.77,-0.62
1992-1993,Hornets,109.36,26.12,30.25,13.45,43.7,8.02,5.68,15.6,21.89,42.58,87.79,0.49,2.07,6.44,0.33,22.13,28.89,0.76,-0.23
1992-1993,Jazz,105.11,26.22,29.86,12.77,42.63,8.92,4.22,15.03,23.83,40.3,82.93,0.49,1.61,5.13,0.31,22.91,29.99,0.77,1.8
1992-1993,Kings,107.89,25.3,27.82,13.87,41.68,9.37,4.24,16.38,25.43,40.98,88.59,0.46,3.2,9.61,0.33,22.74,29.84,0.76,-2.94
1992-1993,Knicks,101.16,25.67,31.95,14.14,46.09,8.27,4.49,15.74,25.8,38.97,83.42,0.47,2.48,7.66,0.31,20.74,28.21,0.74,5.13
1992-1993,Lakers,103.8,24.51,27.97,13.57,41.54,9.51,5.23,14.86,21.74,40.29,85.54,0.47,2.38,7.89,0.29,20.85,27.82,0.76,-1.41
1992-1993,Magic,105.51,23.8,31.29,12.68,43.98,6.61,5.7,16.94,23.48,39.72,81.8,0.49,3.87,10.84,0.34,22.21,30.43,0.72,1.32
1992-1993,Mavericks,99.28,20.52,27.62,15.05,42.67,7.91,4.33,17.27,28.07,38.59,88.67,0.44,3.45,10.21,0.34,18.66,26.48,0.7,-15.02
1992-1993,Nets,102.29,22.77,30.41,15.47,45.89,8.45,6.38,15.93,22.94,39.78,86.0,0.46,1.95,6.08,0.31,20.77,27.03,0.77,1.0
1992-1993,Nuggets,105.2,21.16,31.27,15.44,46.71,7.94,6.89,16.68,24.87,40.88,88.8,0.46,1.68,5.54,0.29,21.76,28.78,0.76,-1.74
1992-1993,Pacers,107.52,26.05,29.78,14.63,44.41,7.43,4.85,14.77,24.95,40.92,85.14,0.48,3.17,9.65,0.33,22.51,29.36,0.77,1.63
1992-1993,Pistons,100.63,23.67,28.23,15.77,44.0,7.07,3.04,13.56,21.3,39.84,87.94,0.45,3.56,11.07,0.31,17.39,23.87,0.73,-1.39
1992-1993,Rockets,103.23,25.67,30.79,11.93,42.71,8.33,6.66,15.48,20.6,39.67,81.76,0.49,4.8,13.23,0.36,19.1,25.14,0.75,4.16
1992-1993,Spurs,104.99,24.62,31.05,11.38,42.43,7.01,6.27,14.37,22.93,40.26,82.62,0.49,2.82,8.38,0.34,21.65,28.37,0.76,2.39
1992-1993,Suns,111.44,25.0,30.25,13.57,43.82,8.81,6.1,15.44,21.52,41.74,85.51,0.49,4.7,12.94,0.36,23.27,30.91,0.75,5.34
1992-1993,SuperSonics,106.81,23.08,27.21,15.1,42.31,11.05,5.14,14.61,23.96,41.65,86.61,0.48,2.82,7.99,0.35,20.68,27.1,0.76,6.0
1992-1993,Timberwolves,98.12,24.4,26.9,11.46,38.37,7.9,5.52,16.52,24.71,37.11,79.62,0.47,2.02,6.94,0.27,21.88,27.4,0.79,-7.6
1992-1993,Trail Blazers,107.99,23.79,30.49,15.08,45.57,9.27,5.19,14.42,23.17,40.78,89.55,0.46,3.33,10.22,0.32,23.1,31.06,0.75,3.25
1992-1993,Warriors,109.93,24.51,29.07,14.87,43.94,8.45,4.67,17.13,25.07,42.37,87.95,0.48,3.63,10.39,0.35,21.56,30.06,0.72,-0.73
1993-1994,76ers,97.96,22.28,29.2,12.34,41.54,8.09,6.4,16.02,18.15,37.84,83.16,0.46,3.88,11.49,0.34,18.4,25.76,0.72,-7.62
1993-1994,Bucks,96.94,23.73,26.27,13.73,40.0,9.76,4.96,15.84,22.21,37.12,83.01,0.45,4.04,12.43,0.32,18.66,26.6,0.7,-6.09
1993-1994,Bullets,100.35,22.23,26.7,13.06,39.76,8.55,3.91,16.48,20.91,38.96,83.24,0.47,2.7,9.07,0.3,19.73,26.37,0.75,-6.82
1993-1994,Bulls,97.49,25.22,28.91,13.77,42.68,8.92,4.36,14.76,21.6,39.09,82.29,0.48,2.91,8.27,0.35,16.4,23.03,0.71,3.33
1993-1994,Cavaliers,100.94,24.82,28.47,13.36,41.84,8.55,5.05,13.39,20.8,38.05,81.93,0.46,3.65,10.01,0.38,21.2,27.59,0.77,3.65
1993-1994,Celtics,100.82,23.51,29.02,12.65,41.67,8.22,5.37,14.51,22.55,40.65,86.06,0.47,1.68,5.82,0.27,17.84,24.43,0.73,-4.28
1993-1994,Clippers,103.01,26.45,29.39,13.66,43.05,9.84,5.13,17.57,21.57,40.77,87.35,0.47,3.07,10.13,0.3,18.4,25.95,0.71,-5.52
1993-1994,Hawks,100.13,24.94,29.18,15.1,44.28,10.81,5.45,14.51,20.42,39.04,85.16,0.46,3.22,9.98,0.33,18.83,25.1,0.75,4.69
1993-1994,Heat,102.57,22.16,29.29,15.08,44.37,7.8,4.53,15.56,24.6,38.62,83.79,0.46,4.07,12.2,0.33,21.26,27.24,0.78,2.13
1993-1994,Hornets,106.49,27.0,30.18,12.43,42.61,8.83,4.8,14.98,21.3,41.24,86.59,0.48,4.1,11.17,0.36,19.9,26.04,0.77,-0.22
1993-1994,Jazz,100.63,26.01,29.01,13.02,42.03,8.94,4.45,13.5,24.39,38.43,81.74,0.47,2.2,6.98,0.31,21.57,28.96,0.75,4.11
1993-1994,Kings,101.11,24.74,28.65,13.68,42.33,8.16,4.33,15.77,24.13,38.77,85.7,0.45,3.13,8.89,0.35,20.44,27.95,0.73,-5.36
1993-1994,Knicks,96.21,24.06,30.17,14.28,44.45,8.93,4.86,16.06,24.65,36.53,80.64,0.45,3.98,11.59,0.35,19.17,25.82,0.74,5.6
1993-1994,Lakers,100.4,24.18,26.88,15.37,42.24,9.16,5.62,13.95,22.89,40.13,89.22,0.45,2.94,9.79,0.3,17.2,23.99,0.72,-4.07
1993-1994,Magic,105.19,25.05,28.56,14.41,42.98,8.26,5.64,15.81,20.94,40.45,83.67,0.48,4.87,14.02,0.34,19.42,28.67,0.68,3.56
1993-1994,Mavericks,95.13,19.87,26.22,15.5,41.72,9.35,3.65,16.2,24.48,37.26,86.22,0.43,2.94,9.43,0.3,17.68,23.68,0.74,-8.7
1993-1994,Nets,102.41,22.83,31.08,15.77,46.85,8.43,7.06,14.24,20.91,38.09,86.22,0.44,2.74,8.52,0.31,23.48,30.76,0.77,2.32
1993-1994,Nuggets,99.5,21.17,31.16,13.5,44.66,8.01,8.56,16.53,23.74,37.79,81.94,0.46,2.32,7.82,0.27,21.61,30.13,0.72,1.3
1993-1994,Pacers,99.23,24.51,29.01,13.71,42.72,8.7,5.35,16.86,24.18,37.74,78.68,0.48,2.48,6.68,0.37,21.26,28.88,0.73,3.36
1993-1994,Pistons,96.94,21.55,28.29,12.52,40.82,7.34,3.77,14.67,23.6,38.65,85.57,0.45,4.37,12.7,0.34,15.28,20.91,0.72,-7.78
1993-1994,Rockets,100.25,25.3,31.8,11.03,42.83,8.43,5.98,15.38,20.4,38.43,81.42,0.47,5.5,16.14,0.34,17.89,23.91,0.74,4.31
1993-1994,Spurs,99.47,22.9,31.45,14.59,46.05,6.85,5.51,13.83,20.41,38.51,81.66,0.47,3.03,8.76,0.36,19.41,26.17,0.74,4.63
1993-1994,Suns,108.04,27.13,29.96,14.83,44.78,8.97,5.46,15.15,19.92,41.61,86.58,0.48,4.4,13.2,0.32,20.42,28.03,0.73,4.44
1993-1994,SuperSonics,105.31,25.37,27.33,13.99,41.32,12.61,4.49,14.67,23.55,40.26,83.85,0.48,2.98,8.87,0.33,21.8,29.41,0.74,8.61
1993-1994,Timberwolves,96.71,23.99,28.57,12.07,40.65,7.32,5.37,17.28,24.59,36.4,79.7,0.46,2.23,6.79,0.31,21.67,28.09,0.77,-6.93
1993-1994,Trail Blazers,107.09,25.16,29.94,15.9,45.84,9.06,4.97,14.21,22.2,41.1,90.64,0.45,3.3,9.44,0.34,21.58,28.98,0.75,2.27
1993-1994,Warriors,108.14,26.96,29.06,14.4,43.46,9.67,6.29,16.94,21.99,42.98,87.26,0.49,3.6,10.62,0.34,18.59,27.96,0.66,1.45
1994-1995,76ers,95.37,19.1,27.2,13.48,40.67,7.84,7.02,15.85,22.38,35.96,80.21,0.45,4.33,11.41,0.37,19.11,25.91,0.74,-5.07
1994-1995,Bucks,99.34,21.18,26.67,12.96,39.63,8.22,4.38,16.37,22.66,36.85,80.32,0.46,6.02,16.45,0.37,19.61,27.55,0.71,-4.37
1994-1995,Bullets,100.51,21.33,27.06,12.73,39.79,7.9,4.93,15.49,23.77,38.73,84.13,0.46,5.28,15.41,0.34,17.77,24.55,0.73,-5.19
1994-1995,Bulls,101.18,24.01,27.84,13.38,41.22,9.49,4.28,14.82,24.2,38.71,81.62,0.47,5.48,14.59,0.38,18.29,25.16,0.72,4.41
1994-1995,Cavaliers,90.08,20.26,27.01,12.49,39.5,7.79,4.19,13.35,20.7,33.31,75.84,0.44,4.92,12.71,0.39,18.53,24.41,0.76,0.21
1994-1995,Celtics,102.01,21.67,28.19,14.21,42.4,7.36,4.41,15.52,24.13,38.44,83.29,0.46,4.45,12.09,0.35,20.67,27.47,0.75,-2.12
1994-1995,Clippers,96.67,22.01,25.32,12.98,38.29,9.6,5.3,15.51,26.24,37.32,84.0,0.45,4.04,12.82,0.32,18.0,25.35,0.71,-8.5
1994-1995,Hawks,96.34,21.19,27.67,13.42,41.09,8.98,4.94,14.33,22.22,36.18,81.26,0.45,6.6,19.38,0.34,17.39,24.01,0.73,1.13
1994-1995,Heat,101.13,21.7,27.71,13.32,41.02,8.07,3.63,15.34,24.39,38.34,82.17,0.47,5.32,14.41,0.38,19.13,26.01,0.73,-1.63
1994-1995,Hornets,100.22,25.08,28.95,10.3,39.26,7.49,4.87,14.22,20.69,36.94,78.31,0.47,6.76,17.16,0.4,19.58,25.14,0.78,2.95
1994-1995,Jazz,106.28,27.31,29.21,10.63,39.84,9.17,4.71,15.03,25.06,39.37,77.17,0.51,3.82,10.0,0.38,23.72,30.52,0.78,7.3
1994-1995,Kings,98.24,22.24,28.35,13.09,41.44,7.93,5.57,17.05,24.88,36.89,78.82,0.47,4.38,12.65,0.35,20.09,28.26,0.71,-0.74
1994-1995,Knicks,97.63,24.78,29.78,11.14,40.92,7.18,4.9,15.55,25.87,36.05,76.98,0.47,6.57,17.56,0.37,18.96,26.03,0.73,3.2
1994-1995,Lakers,103.51,24.75,28.07,13.59,41.65,8.96,6.91,14.54,23.66,39.23,85.54,0.46,6.41,18.39,0.35,18.64,25.49,0.73,-0.51
1994-1995,Magic,109.15,26.88,29.45,13.77,43.21,8.01,5.81,15.17,21.63,41.18,82.75,0.5,6.81,18.08,0.38,19.97,29.86,0.66,5.88
1994-1995,Mavericks,103.2,23.67,29.67,18.46,48.13,7.06,4.24,15.95,22.09,39.35,89.54,0.44,4.71,14.63,0.31,19.78,26.95,0.74,-2.67
1994-1995,Nets,98.07,22.98,31.33,14.79,46.12,6.63,6.68,15.24,22.49,35.84,82.17,0.44,5.05,15.82,0.32,21.34,28.11,0.76,-2.9
1994-1995,Nuggets,101.04,22.31,29.21,12.73,41.94,7.98,7.13,16.26,25.51,37.62,78.75,0.48,5.01,14.27,0.36,20.78,28.11,0.73,0.54
1994-1995,Pacers,99.12,22.51,27.95,12.91,40.86,8.04,4.25,15.87,24.22,35.96,75.81,0.48,4.73,12.59,0.38,22.47,29.77,0.75,3.52
1994-1995,Pistons,98.21,22.83,26.88,11.68,38.56,8.6,5.12,15.68,26.23,37.32,80.89,0.46,6.02,17.02,0.35,17.55,23.67,0.74,-7.11
1994-1995,Rockets,104.28,25.14,29.7,10.49,40.19,8.55,6.17,14.76,21.72,38.54,80.15,0.48,8.03,21.54,0.37,19.17,25.56,0.75,2.74
1994-1995,Spurs,105.35,23.1,32.31,12.68,44.99,7.87,5.48,14.64,22.81,38.84,81.18,0.48,5.09,13.78,0.36,22.59,30.45,0.74,5.77
1994-1995,Suns,110.68,26.25,29.67,12.52,42.2,8.16,3.74,13.78,22.66,40.74,84.55,0.48,7.04,19.23,0.36,22.16,29.14,0.76,3.9
1994-1995,SuperSonics,109.81,25.8,28.44,13.09,41.53,11.09,4.8,15.36,25.23,40.15,82.13,0.49,6.06,16.01,0.38,23.45,30.93,0.76,8.33
1994-1995,Timberwolves,94.22,21.71,25.49,10.77,36.26,7.43,4.9,16.27,25.29,34.05,75.84,0.45,3.88,12.39,0.31,22.24,28.72,0.78,-8.68
1994-1995,Trail Blazers,103.01,22.47,29.61,16.31,45.92,8.07,5.6,14.24,24.82,39.2,86.75,0.45,5.62,15.4,0.37,18.99,27.35,0.69,3.16
1994-1995,Warriors,105.7,24.6,28.91,13.43,42.34,7.91,4.77,17.8,22.0,39.23,83.82,0.47,6.66,19.54,0.33,20.57,29.21,0.7,-5.0
1995-1996,76ers,94.46,19.87,26.35,12.57,38.93,7.84,5.12,16.6,21.67,34.1,78.27,0.44,6.0,17.54,0.33,20.27,27.6,0.74,-10.0
1995-1996,Bucks,95.57,21.4,26.39,11.87,38.26,7.1,3.74,15.13,23.7,37.0,79.15,0.47,4.35,12.88,0.33,17.22,23.34,0.74,-5.1
1995-1996,Bullets,102.54,22.13,28.38,11.34,39.72,7.22,6.17,15.72,24.16,39.05,80.71,0.48,6.01,14.78,0.41,18.43,25.32,0.73,1.35
1995-1996,Bulls,103.78,24.41,29.02,15.4,44.42,9.16,4.15,13.78,22.54,39.28,83.27,0.47,6.55,17.12,0.38,18.67,25.08,0.75,11.94
1995-1996,Cavaliers,90.73,22.08,25.07,10.61,35.68,8.15,4.16,11.99,20.56,33.59,73.18,0.46,7.2,19.35,0.37,16.35,21.41,0.76,2.12
1995-1996,Celtics,103.6,21.85,29.6,12.8,42.4,7.96,4.95,15.27,24.89,38.57,84.66,0.46,6.57,17.72,0.36,19.88,27.85,0.71,-2.94
1995-1996,Clippers,99.43,20.39,26.71,11.94,38.65,8.57,5.01,15.84,24.49,38.12,80.71,0.47,6.21,16.76,0.37,16.98,24.2,0.71,-3.6
1995-1996,Grizzlies,89.78,20.8,26.46,11.67,38.13,8.88,4.06,15.61,22.59,33.8,79.06,0.43,4.54,13.77,0.33,17.63,24.37,0.73,-9.98
1995-1996,Hawks,97.67,19.64,25.88,14.22,40.1,9.29,4.04,14.32,21.04,36.1,80.67,0.45,6.98,19.58,0.36,18.5,24.52,0.75,0.62
1995-1996,Heat,96.0,21.21,30.22,12.15,42.38,7.0,5.22,16.47,26.36,35.21,77.22,0.46,6.75,17.98,0.37,18.82,26.52,0.71,0.83
1995-1996,Hornets,102.82,23.26,27.51,12.04,39.55,7.1,3.38,14.59,22.13,37.9,80.71,0.47,7.12,18.54,0.38,19.89,25.84,0.77,-0.57
1995-1996,Jazz,101.18,25.93,28.65,11.97,40.62,8.04,5.2,14.03,25.02,37.66,77.75,0.49,4.75,12.42,0.39,21.11,27.86,0.76,6.78
1995-1996,Kings,99.0,22.14,28.66,13.52,42.19,7.88,5.29,17.01,25.95,36.03,78.95,0.46,5.58,14.63,0.38,21.35,29.31,0.73,-2.64
1995-1996,Knicks,96.44,21.9,29.73,9.98,39.71,7.74,4.52,15.21,22.51,36.21,77.07,0.47,5.96,15.71,0.37,18.07,24.04,0.76,2.12
1995-1996,Lakers,102.52,25.21,28.34,12.14,40.48,8.66,6.19,13.88,20.71,39.0,81.8,0.48,5.92,16.87,0.35,18.6,24.92,0.75,4.15
1995-1996,Magic,103.71,24.87,28.74,11.89,40.64,7.9,4.73,13.72,21.02,38.94,80.37,0.48,7.4,19.82,0.37,18.45,27.21,0.67,5.34
1995-1996,Mavericks,102.55,23.33,29.01,17.17,46.18,7.83,4.17,15.12,22.39,38.1,90.62,0.42,8.96,24.87,0.36,17.39,24.09,0.73,-4.69
1995-1996,Nets,93.71,21.37,30.52,16.46,46.99,7.65,6.96,15.96,22.93,35.13,82.32,0.43,3.05,9.1,0.34,20.39,27.37,0.75,-4.01
1995-1996,Nuggets,97.72,22.57,30.33,12.89,43.22,6.35,7.28,14.88,22.95,36.6,81.18,0.45,4.84,14.0,0.34,19.68,26.5,0.74,-2.71
1995-1996,Pacers,98.61,23.02,27.62,12.41,40.03,7.14,3.9,15.95,24.68,36.1,75.55,0.48,4.37,11.84,0.37,22.03,29.17,0.75,3.0
1995-1996,Pistons,95.16,19.45,29.54,10.82,40.36,6.05,4.2,14.12,23.85,34.21,74.56,0.46,6.59,16.47,0.39,20.15,26.82,0.75,2.25
1995-1996,Raptors,97.49,23.5,26.99,13.06,40.05,9.09,6.01,17.95,24.23,37.61,80.46,0.47,5.05,14.24,0.35,17.22,23.82,0.72,-7.33
1995-1996,Rockets,102.07,24.17,29.89,11.02,40.91,8.06,5.73,14.56,21.36,37.43,81.08,0.46,7.76,21.6,0.36,19.44,25.5,0.76,1.16
1995-1996,Spurs,102.38,24.53,31.12,11.39,42.51,7.84,6.39,14.09,22.1,37.98,79.74,0.48,6.21,15.62,0.4,20.22,27.59,0.73,5.34
1995-1996,Suns,104.03,24.28,30.34,12.41,42.74,7.48,4.05,14.14,21.65,38.48,81.59,0.47,3.98,12.05,0.33,23.1,29.97,0.77,0.59
1995-1996,SuperSonics,102.42,23.53,29.65,11.14,40.79,10.2,4.74,17.19,24.15,36.61,76.52,0.48,7.08,19.38,0.36,22.12,29.13,0.76,7.06
1995-1996,Timberwolves,97.85,22.77,27.7,12.01,39.71,7.93,5.87,16.82,24.32,36.27,79.04,0.46,3.4,10.45,0.33,21.91,28.22,0.77,-5.15
1995-1996,Trail Blazers,98.77,21.2,31.22,14.13,45.34,7.17,5.01,16.07,22.98,36.95,81.29,0.46,5.9,16.6,0.35,18.97,28.64,0.66,1.64
1995-1996,Warriors,101.63,23.04,27.87,14.3,42.17,8.61,5.73,15.84,22.38,37.27,81.71,0.46,5.45,14.62,0.37,21.65,28.54,0.75,-1.45
1996-1997,76ers,100.18,20.67,28.72,15.45,44.17,8.33,4.8,17.52,21.13,36.62,83.54,0.44,5.28,16.54,0.31,21.66,29.88,0.73,-6.35
1996-1997,Bucks,95.34,19.63,27.6,11.65,39.24,7.71,4.24,15.67,23.07,36.18,76.87,0.47,3.95,11.22,0.36,19.02,25.66,0.74,-1.64
1996-1997,Bullets,99.2,23.2,29.33,12.28,41.61,8.54,4.95,15.84,22.26,38.94,81.09,0.48,4.05,12.14,0.33,17.27,24.31,0.71,1.63
1996-1997,Bulls,101.15,25.1,29.74,15.03,44.77,8.69,4.2,13.32,20.57,38.97,83.63,0.47,6.33,17.5,0.36,16.88,22.66,0.74,9.81
1996-1997,Cavaliers,87.56,20.93,26.35,11.11,37.46,7.99,3.84,14.51,22.99,33.01,72.94,0.45,5.9,15.7,0.37,15.63,21.62,0.72,2.01
1996-1997,Celtics,100.59,21.85,26.68,13.35,40.04,9.88,3.84,16.37,23.35,37.39,84.96,0.44,5.7,16.23,0.34,20.11,26.82,0.75,-7.15
1996-1997,Clippers,97.01,20.13,27.19,13.21,40.4,8.85,5.34,15.82,24.13,36.32,81.42,0.45,5.79,16.39,0.35,18.59,25.41,0.73,-2.72
1996-1997,Grizzlies,89.18,22.71,26.28,12.48,38.76,8.01,5.66,15.88,21.4,34.38,78.7,0.44,5.43,15.54,0.34,15.0,21.15,0.7,-10.09
1996-1997,Hawks,94.17,18.6,28.7,12.29,40.99,8.11,5.11,15.05,19.46,33.92,76.25,0.45,7.91,22.32,0.35,18.41,24.09,0.77,4.53
1996-1997,Heat,93.3,20.47,29.44,11.58,41.02,7.72,5.31,15.89,23.26,33.58,75.36,0.45,8.28,22.93,0.37,17.87,25.02,0.72,4.59
1996-1997,Hornets,98.76,24.42,27.89,11.15,39.05,7.26,4.21,14.6,20.76,36.44,77.45,0.47,7.18,16.86,0.42,18.72,24.07,0.78,1.77
1996-1997,Jazz,101.73,25.82,29.58,10.95,40.53,8.77,5.06,14.91,24.28,37.29,75.56,0.49,4.25,11.49,0.37,22.89,29.65,0.77,7.72
1996-1997,Kings,96.44,21.94,28.13,13.41,41.55,7.17,4.41,16.24,23.73,36.59,80.62,0.45,5.05,12.9,0.4,18.22,25.21,0.72,-2.67
1996-1997,Knicks,94.88,21.96,30.59,11.63,42.22,7.77,4.49,17.55,24.64,35.05,75.67,0.46,5.71,15.67,0.37,19.09,25.45,0.74,2.97
1996-1997,Lakers,99.53,22.31,29.26,13.11,42.37,8.8,6.92,14.71,22.63,36.35,80.12,0.45,6.54,17.99,0.37,20.29,29.07,0.7,4.24
1996-1997,Magic,93.56,20.17,27.14,12.86,40.0,8.34,4.47,15.02,19.98,34.34,78.87,0.44,6.85,20.14,0.34,18.02,24.15,0.75,-0.78
1996-1997,Mavericks,90.59,20.28,27.59,12.68,40.27,7.98,4.28,16.13,21.93,34.3,78.68,0.44,5.24,16.05,0.32,16.77,23.39,0.72,-6.16
1996-1997,Nets,97.24,21.05,28.98,17.2,46.17,8.26,5.87,15.73,22.74,36.51,86.48,0.42,5.9,16.72,0.35,18.32,24.77,0.74,-4.12
1996-1997,Nuggets,97.72,23.01,29.88,12.1,41.98,6.13,5.94,16.55,21.72,35.74,81.44,0.44,7.74,20.83,0.36,18.49,24.29,0.76,-6.26
1996-1997,Pacers,95.35,21.34,29.15,12.55,41.7,7.13,4.8,16.32,24.11,34.77,76.27,0.46,5.24,13.78,0.38,20.57,28.49,0.72,0.98
1996-1997,Pistons,93.69,18.64,27.68,10.36,38.03,7.67,3.39,12.51,20.15,34.36,74.36,0.46,7.01,18.21,0.38,17.97,24.07,0.74,4.83
1996-1997,Raptors,95.48,20.9,27.49,13.84,41.33,8.8,6.3,16.43,22.96,35.33,80.88,0.44,7.18,19.8,0.37,17.63,24.49,0.72,-2.89
1996-1997,Rockets,100.7,24.32,30.95,11.46,42.41,8.24,4.26,16.35,20.0,36.76,78.74,0.47,8.3,22.77,0.37,18.9,24.97,0.75,4.04
1996-1997,Spurs,90.46,20.26,25.96,13.43,39.39,7.88,5.26,15.16,21.51,34.48,77.94,0.44,4.61,14.39,0.31,16.9,23.52,0.72,-7.88
1996-1997,Suns,102.67,25.07,29.06,11.1,40.16,8.1,4.0,14.48,21.11,38.1,81.82,0.47,6.64,18.08,0.36,19.82,26.02,0.75,0.15
1996-1997,SuperSonics,101.41,23.53,27.84,12.52,40.36,10.9,4.65,14.83,22.18,36.55,78.82,0.46,7.01,19.62,0.36,21.32,28.05,0.76,7.59
1996-1997,Timberwolves,96.25,22.89,27.95,11.75,39.71,7.54,6.69,14.93,22.21,35.96,78.85,0.46,4.59,13.45,0.33,19.73,26.28,0.75,-1.82
1996-1997,Trail Blazers,98.52,20.8,30.17,12.85,43.02,7.7,5.26,16.47,23.76,36.41,78.57,0.46,6.03,17.08,0.35,19.67,27.56,0.72,3.95
1996-1997,Warriors,99.62,22.22,27.55,13.24,40.79,7.45,4.38,17.18,21.79,36.55,80.09,0.46,5.87,16.62,0.35,20.68,26.59,0.77,-4.49
1997-1998,76ers,93.3,21.09,27.98,13.72,41.7,8.89,5.98,16.54,22.9,34.6,78.16,0.44,2.96,9.88,0.29,21.15,28.68,0.73,-2.39
1997-1998,Bucks,94.49,20.11,27.27,12.62,39.89,8.94,4.35,16.87,23.35,35.59,78.04,0.46,3.04,8.57,0.35,20.28,26.43,0.77,-1.41
1997-1998,Bulls,95.99,23.14,29.17,14.92,44.09,8.58,4.35,13.83,21.06,36.71,81.67,0.45,3.87,11.98,0.31,18.7,25.24,0.74,7.09
1997-1998,Cavaliers,91.95,22.88,28.24,11.57,39.81,9.86,5.01,17.34,23.65,34.0,75.03,0.45,3.55,9.59,0.37,20.41,27.07,0.76,2.52
1997-1998,Celtics,95.9,22.15,24.93,14.59,39.51,12.04,4.46,16.22,26.87,36.73,84.56,0.44,5.06,15.23,0.33,17.38,23.95,0.72,-2.62
1997-1998,Clippers,95.91,18.7,27.76,12.68,40.44,7.62,5.56,16.13,22.28,35.73,81.59,0.44,6.4,17.9,0.36,18.05,24.96,0.72,-6.81
1997-1998,Grizzlies,96.62,23.9,28.21,13.18,41.39,7.49,4.26,17.13,22.06,36.66,80.09,0.46,3.96,10.95,0.35,19.34,26.16,0.74,-7.12
1997-1998,Hawks,95.47,19.03,29.45,13.37,42.83,7.95,5.93,14.69,20.52,35.09,77.26,0.46,4.23,12.65,0.32,21.05,27.94,0.75,3.42
1997-1998,Heat,94.53,21.15,29.45,12.29,41.74,8.03,5.15,14.84,24.24,34.48,76.72,0.45,6.71,18.9,0.36,18.85,25.63,0.74,4.52
1997-1998,Hornets,95.25,23.43,28.4,11.73,40.12,8.23,3.7,14.98,21.44,35.89,76.92,0.47,4.15,11.03,0.37,19.32,25.9,0.75,1.21
1997-1998,Jazz,98.61,24.67,29.48,11.33,40.81,7.63,4.99,15.01,24.32,35.88,74.31,0.48,3.09,8.4,0.37,23.75,30.91,0.77,6.22
1997-1998,Kings,93.13,22.39,28.1,13.34,41.44,7.27,5.12,15.5,22.07,36.06,81.51,0.44,3.45,9.83,0.34,17.56,25.56,0.69,-5.18
1997-1998,Knicks,91.25,21.47,29.63,11.77,41.4,7.83,3.24,15.18,24.08,34.63,77.73,0.45,4.73,13.86,0.34,17.26,22.38,0.77,1.96
1997-1998,Lakers,104.79,24.25,29.66,13.19,42.85,8.74,6.92,14.94,22.94,37.99,79.07,0.48,6.05,17.28,0.36,22.76,33.72,0.68,6.85
1997-1998,Magic,90.09,20.66,26.87,14.37,41.23,7.91,5.38,15.34,19.72,33.79,78.72,0.43,3.57,11.06,0.31,18.93,26.07,0.73,-0.81
1997-1998,Mavericks,91.39,18.72,27.8,12.29,40.1,7.88,5.68,14.43,20.04,35.15,82.37,0.43,5.15,14.43,0.36,15.95,21.2,0.75,-5.71
1997-1998,Nets,99.47,20.41,26.09,16.25,42.34,9.39,3.81,14.34,23.47,37.25,84.28,0.44,3.73,11.28,0.32,21.25,28.53,0.75,1.25
1997-1998,Nuggets,89.02,18.87,26.3,12.68,38.99,8.1,4.79,16.0,23.62,32.65,78.2,0.42,3.51,10.89,0.31,20.22,26.18,0.77,-11.39
1997-1998,Pacers,95.33,22.4,28.2,10.43,38.63,7.76,4.56,14.17,23.02,35.03,74.86,0.47,4.98,12.87,0.39,20.29,26.59,0.76,5.46
1997-1998,Pistons,94.16,19.48,28.51,12.73,41.24,8.27,4.2,14.61,22.01,34.9,77.72,0.45,3.57,11.44,0.31,20.78,27.9,0.74,1.57
1997-1998,Raptors,94.89,21.29,26.21,14.48,40.68,9.38,8.09,16.72,22.57,36.16,83.09,0.44,4.54,13.24,0.34,18.04,25.12,0.72,-9.11
1997-1998,Rockets,97.95,21.61,28.8,11.99,40.79,8.3,3.67,15.64,20.37,35.53,79.2,0.45,6.86,20.26,0.34,20.03,26.08,0.77,-0.86
1997-1998,Spurs,92.45,21.92,32.21,11.9,44.11,6.23,6.93,15.85,21.21,35.14,75.12,0.47,3.7,10.76,0.34,18.46,26.82,0.69,3.91
1997-1998,Suns,99.28,25.62,29.84,12.08,41.92,9.19,5.17,14.88,21.69,38.21,81.99,0.47,5.21,14.67,0.36,17.65,23.64,0.74,4.91
1997-1998,SuperSonics,99.98,23.98,27.02,11.5,38.52,9.68,4.55,13.76,22.25,37.04,78.71,0.47,7.47,19.14,0.39,18.42,25.43,0.73,6.13
1997-1998,Timberwolves,100.47,25.1,29.4,13.0,42.4,7.77,5.11,13.83,22.93,38.2,83.25,0.46,3.91,11.16,0.33,20.17,27.07,0.74,0.33
