Feature,Importance
away_OBPM_p1,0.0011541115152069485
away_DBPM_p3,0.0011527833115791974
home_average_overall_pick,0.0011523075901385081
home_VORP_p2,0.0011496114225876743
home_BPM_p3,0.001147213941731976
home_WS/48_p4,0.001141557912282526
away_TS%_p2,0.0011295458694502913
away_USG%_p1,0.001129029284433474
away_TS%_p4,0.0011281828891920257
away_VORP_p2,0.0011280225183518283
home_PER_p1,0.0011273261034350467
home_WS_p9,0.0011263250447769884
away_VORP_p1,0.0011087557136023798
home_DBPM_p1,0.0011067341365900635
away_DBPM_p2,0.0010961401971545425
home_MP_p3,0.0010960158404589703
home_Population,0.0010827955911249622
away_TS%_p6,0.0010824500227965802
home_OBPM_p1,0.001080219925218933
home_DBPM_p7,0.0010795670321340376
away_TS%_p3,0.001077784437364939
away_WS/48_p11,0.0010772719098562677
away_DWS_p9,0.001074977848259074
away_FG_pct_p1,0.001072245216364716
away_PER_p1,0.0010704645086795951
home_WS/48_p6,0.0010702949517792017
away_WS/48_p8,0.0010683019484570677
home_MP_p4,0.001067630925143663
away_WS/48_p5,0.0010671568584731193
away_TS%_p7,0.0010641386987577702
away_Population,0.0010537717794206478
away_OWS_p2,0.0010536698865475204
away_FG_pct_p3,0.0010536208274738166
away_USG%_p2,0.001046020755966247
home_WS/48_p7,0.001037245328435811
away_AST%_p13,0.001027544758843944
home_DBPM_p5,0.0010261708176245929
away_OWS_p3,0.0010250117370602368
away_BPM_p7,0.0010235011701463194
away_FG_pct_p7,0.00101858266067183
away_MP_p5,0.0010174715959953568
home_TS%_p1,0.0010159973284142726
away_OBPM_p2,0.00101097858342209
away_TS%_p13,0.0010101493265510164
away_USG%_p6,0.0010096029821507681
home_FTr_p2,0.0010067292800730813
away_ORB%_p11,0.001006035383297755
away_WS/48_p13,0.001005429058637
home_FTr_p3,0.0010046284555814313
home_MP_p2,0.0010039222185224221
away_FTr_p2,0.0010006417103816212
away_GS_p4,0.0009967765402365118
away_WS/48_p10,0.0009930066583447809
home_DBPM_p4,0.0009901378053543176
away_PTS_per_game_p7,0.0009843611636595397
away_Rk_p6,0.000982011344339062
away_WS/48_p14,0.0009819147933413804
home_MP_p5,0.0009807637518182905
away_FTr_p1,0.0009804201583215701
away_TS%_p11,0.00097967238462712
away_Rk_p12,0.0009783725284933107
home_BPM_p2,0.0009771491967627255
away_OBPM_p10,0.0009765430481365825
away_USG%_p9,0.0009757695387030466
home_DWS_p8,0.0009754519399552786
away_PER_p6,0.0009715179250813582
home_VORP_p5,0.0009706772018087563
away_FTr_p8,0.0009676979380920955
away_MP_p2,0.0009653125528823672
